"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL23918";"";"None";"223.32";"0";"3.56";"25";"CN1CC=C(c2ccc3ccccc3c2)CC1";"Vmax";"'='";"42.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732520";"Tested for maximum velocity of monoamine oxidase B catalyzed oxidation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL59219";"";"None";"275.39";"0";"4.61";"27";"C1=C(c2cccc(-c3ccccc3)c2)CCN(C2CC2)C1";"K inact";"'='";"0.02";"";"";"";"";"";"";"";"";"";"0";"CHEMBL730190";"Tested for inactivation rate against monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL56363";"";"None";"203.28";"0";"2.59";"14h";"Cc1cccc(OC2=CCN(C)CC2)c1";"Km";"'='";"116000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734192";"Michaelis-Menten constant for Monoamine oxidase B catalyzed oxidation (KM).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL274947";"";"None";"209.25";"0";"0.51";"1e";"CN(C)C[C@H]1CN(n2cccc2)C(=O)O1";"Ki";"'='";"140000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL728381";"Inhibition of bovine brain mitochondrial Monoamine oxidase B (MAO-B) compared to toloxatone";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1135879";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL293559";"";"None";"234.25";"0";"2.19";"14j";"CN1CC=C(Oc2ccc([N+](=O)[O-])cc2)CC1";"k cat";"'='";"84.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL3408926";"";"None";"426.48";"0";"3.23";"9g";"C/C(=N\NC(=O)Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)c1ccc(O)cc1";"IC50";"'='";"980000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413249";"Inhibition of bovine brain MAO-B preincubated for 60 mins before substrate addition by fluorimetric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3407425";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3408920";"";"None";"396.45";"0";"3.14";"9a";"O=C(Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)N/N=C/c1ccccc1";"IC50";"'='";"880000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413249";"Inhibition of bovine brain MAO-B preincubated for 60 mins before substrate addition by fluorimetric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3407425";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL2096866";"";"None";"329.86";"0";"4.04";"1R";"Cc1ccc(C2=NN(C(N)=S)[C@@H](c3ccc(Cl)cc3)C2)cc1";"Ki";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"25.98";"0.53";"4.53";"20.59";"0";"CHEMBL920012";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1139465";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL389940";"";"None";"313.40";"0";"3.53";"5";"Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C(N)=S)cc1";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"23.30";"0.45";"3.77";"17.54";"0";"CHEMBL920012";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1139465";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL427094";"";"None";"333.82";"0";"3.87";"4";"NC(=S)N1N=C(c2ccc(F)cc2)CC1c1ccc(Cl)cc1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.97";"0.37";"2.13";"14.42";"0";"CHEMBL920012";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1139465";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL514151";"";"None";"310.37";"0";"4.22";"3r";"CCC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(F)cc1";"IC50";"'='";"1621.81";"nM";"5.79";"";"";"UO_0000065";"18.66";"0.34";"1.57";"17.72";"0";"CHEMBL1035637";"Inhibition of bovine mitochondrial MAOB";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1140980";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL2178441";"";"None";"513.02";"1";"4.34";"8c";"Cc1cc(=O)oc2cc(OCc3nnc(SCCN4CCOCC4)n3-c3ccc(Cl)cc3)ccc12";"Ki";"'='";"569.0";"nM";"6.25";"";"";"UO_0000065";"12.17";"0.24";"1.90";"7.56";"0";"CHEMBL2183304";"Inhibition of bovine brain MAOB using kinuramine as substrate preincubated for 30 mins prior to substrate addition measured after 30 mins by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL2176872";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL2178438";"";"None";"413.89";"0";"4.51";"7b";"Cc1c(C)c2ccc(OCc3nnc(S)n3-c3ccc(Cl)cc3)cc2oc1=O";"Ki";"'='";"553.0";"nM";"6.26";"";"";"UO_0000065";"15.12";"0.31";"1.75";"8.92";"0";"CHEMBL2183304";"Inhibition of bovine brain MAOB using kinuramine as substrate preincubated for 30 mins prior to substrate addition measured after 30 mins by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL2176872";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL3408922";"";"None";"426.48";"0";"3.15";"9c";"COc1ccc(/C=N/NC(=O)Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)cc1";"IC50";"'='";"82000.0";"nM";"4.09";"";"";"UO_0000065";"9.58";"0.17";"0.94";"4.77";"0";"CHEMBL3413249";"Inhibition of bovine brain MAO-B preincubated for 60 mins before substrate addition by fluorimetric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3407425";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3585809";"";"None";"236.27";"0";"0.95";"3b";"COC(=O)CCCNC(=O)c1ccccc1N";"IC50";"'='";"460000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL1939854";"";"None";"247.26";"0";"2.31";"5c";"C=CCn1ccc(N2C[C@H](CN=[N+]=[N-])OC2=O)c1";"Ki";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"16.18";"0.30";"1.69";"4.81";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL375651";"";"None";"216.31";"0";"3.51";"17";"Cc1ccc(/C=N/c2nc(C)cs2)cc1";"Ki";"'='";"831.76";"nM";"6.08";"";"";"UO_0000065";"28.11";"0.55";"2.57";"24.08";"0";"CHEMBL908499";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1141379";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL174040";"";"None";"200.24";"0";"1.94";"9";"O=C(NCc1ccccc1)c1ccc[nH]1";"Ki";"'='";"150000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL122709";"";"None";"121.18";"0";"0.88";"21";"C#CC1=CCN(C)CC1";"Ki";"'='";"154000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734190";"Inhibitory constant against monoamine Oxidase(MAO-B).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125347";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL1939848";"";"None";"210.23";"0";"0.83";"3b";"CCn1ccc(N2C[C@H](CO)OC2=O)c1";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"31.03";"0.59";"5.69";"11.92";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1939851";"";"None";"224.26";"0";"1.48";"4b";"CCn1ccc(N2C[C@H](COC)OC2=O)c1";"Ki";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"26.25";"0.50";"4.41";"13.47";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1939852";"";"None";"221.22";"0";"1.66";"5a";"Cn1ccc(N2C[C@H](CN=[N+]=[N-])OC2=O)c1";"Ki";"'='";"360000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL416578";"BEFLOXATONE";"-1.0";"349.31";"0";"2.35";"befloxatone";"COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1";"Ki";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"19.06";"0.38";"4.31";"9.76";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL56750";"";"None";"203.29";"0";"2.59";"14i";"Cc1ccccc1OC1=CCN(C)CC1";"k cat";"'='";"175.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL538902";"";"None";"187.29";"0";"2.49";"25";"CN1CC=C(Cc2ccccc2)CC1";"Ratio";"'='";"1250.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL849067";"Ratio of turnover to Km for bovine MAO-B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127689";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL296172";"";"None";"213.28";"0";"2.21";"28";"CN1CC=C(n2ncc3ccccc32)CC1";"Ratio";"'='";"850.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732516";"Ratio of Kcat versus Km was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL122611";"";"None";"184.24";"0";"0.90";"35";"CN1CC=C(OC(=O)N(C)C)CC1";"Vmax";"'='";"401.0";"nM min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732519";"Tested against Monoamine oxidase B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL123540";"";"None";"201.31";"0";"2.97";"6";"CCc1ccc(C2=CCN(C)CC2)cc1";"Km";"'='";"1890000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734193";"Michaelis-Menten constant was measured against monoamine oxidase B (MAO-B) from beef liver";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL318236";"";"None";"153.27";"0";"2.29";"21";"CN1CC=C(C(C)(C)C)CC1";"Ratio";"'='";"92.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL1939847";"";"None";"196.21";"0";"0.34";"3a";"Cn1ccc(N2C[C@H](CO)OC2=O)c1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1939857";"";"None";"221.26";"0";"0.96";"6c";"C=CCn1ccc(N2C[C@H](CN)OC2=O)c1";"Ki";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"23.04";"0.44";"4.14";"8.43";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1939858";"";"None";"209.25";"0";"0.57";"7a";"CNC[C@H]1CN(c2ccn(C)c2)C(=O)O1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1942124";"Inhibition of bovine brain MAOB using kynuramine as a substrate after 30 mins by spectrofluorometric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1938282";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL24172";"";"None";"173.26";"0";"2.41";"MPTP";"CN1CC=C(c2ccccc2)CC1";"Ratio";"'='";"523.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850386";"Ratio of turnover number(TN)and Km for MAO B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL23319";"KYNURAMINE";"None";"164.21";"0";"0.80";"Kynuyramine";"NCCC(=O)c1ccccc1N";"TN";"'='";"165.0";"uM min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL715309";"Turnover number against MAO B (umol of substrate/min per umol of enzyme).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL2028089";"";"None";"277.32";"0";"2.85";"2 (R)";"CC=C=CCN(C)Cc1ccccc1.O=C(O)C(=O)O";"Ki";"'='";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL729339";"In vitro inhibition of bovine monoamine oxidase B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL2028089";"";"None";"277.32";"0";"2.85";"2 (R)";"CC=C=CCN(C)Cc1ccccc1.O=C(O)C(=O)O";"k2";"'='";"1.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL729341";"Kinetic parameter for the time dependent inhibition of Bovine liver Monoamine Oxidase B at 25 degrees C (pH= 7.4).";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL45868";"";"None";"163.26";"0";"2.23";"11";"CNCCCCc1ccccc1";"k cat";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL709701";"Catalysis activity was calculated for Monoamine oxidase-B from Bovine liver; Not determined";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127022";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL56823";"";"None";"189.26";"0";"2.28";"8a";"CN1CC=C(Oc2ccccc2)CC1";"k cat";"'='";"241.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL56823";"";"None";"189.26";"0";"2.28";"8a";"CN1CC=C(Oc2ccccc2)CC1";"k cat/Km";"'='";"4151.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL848874";"Ratio of catalytic constant and Michaelis-Menten constant for MAO-B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL292489";"";"None";"201.31";"0";"2.97";"33";"CCc1ccccc1C1=CCN(C)CC1";"Vmax / Km";"'='";"295.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732521";"Tested for Kinetic data against the monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL59980";"";"None";"249.36";"0";"4.07";"22";"CN1CC=C(c2cccc(-c3ccccc3)c2)CC1";"Vmax";"'='";"153.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732520";"Tested for maximum velocity of monoamine oxidase B catalyzed oxidation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL472903";"";"None";"292.38";"0";"4.08";"3p";"CCC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccccc1";"IC50";"'='";"4466.84";"nM";"5.35";"";"";"UO_0000065";"18.30";"0.33";"1.27";"16.38";"0";"CHEMBL1035637";"Inhibition of bovine mitochondrial MAOB";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1140980";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL86304";"MOCLOBEMIDE";"4.0";"268.74";"0";"1.40";"2";"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL988018";"Inhibition of bovine brain mitochondrial MAO-B by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142552";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL444747";"";"None";"278.36";"0";"3.45";"17";"CN(Cc1ccccc1)C(=O)c1cc2ccccc2n1C";"Ki";"'='";"960.0";"nM";"6.02";"";"";"UO_0000065";"21.62";"0.39";"2.57";"23.84";"0";"CHEMBL988018";"Inhibition of bovine brain mitochondrial MAO-B by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142552";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL56750";"";"None";"203.29";"0";"2.59";"14i";"Cc1ccccc1OC1=CCN(C)CC1";"k cat/Km";"'='";"1782.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL848874";"Ratio of catalytic constant and Michaelis-Menten constant for MAO-B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL2178990";"";"None";"306.37";"0";"2.82";"2c";"Cc1cc(=O)oc2cc(OCc3nnc(S)s3)ccc12";"Ki";"'='";"896.0";"nM";"6.05";"";"";"UO_0000065";"19.74";"0.41";"3.23";"9.27";"0";"CHEMBL2183304";"Inhibition of bovine brain MAOB using kinuramine as substrate preincubated for 30 mins prior to substrate addition measured after 30 mins by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL2176872";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
